user_id,EMIS,School,Sector,supp_learn_envi_score,pos_behav_expec_score,lesson_facilitation_score,cfu_score,feedback_score,ct_score,autonomy_score,perseverance_score,social_score,overall_average_score
1753,724,IMSG (I-VIII) KALIA (FA),Nilore,4.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,4.11
1670,714,"IMCG,JAGIOT",Nilore,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.22
1756,724,IMSG (I-VIII) KALIA (FA),Nilore,2.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,2.44
506,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.67
701,625,IMSG (I-VIII) Noon,Tarnol,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.56
3849,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.78
513,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,3.89
4566,211,IMSG (I-X) P.E. CLY G-5,Urban-I,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.67
4870,917,"IMCG, St. # 23, I-10/4",Urban-II,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,4.33
854,271,IMS(I-V) G-10/1,Urban-II,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.67
1288,294,IMS(I-V) No.1 I-9/1,Urban-II,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.56
4436,745,IMSG(I-V)ALI PUR FRASH,Nilore,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.56
2551,760,IMSG(I-V) PUNJGRAN (760),Nilore,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.44
1497,756,IMSG(I-V) JHANG SYEDAN,Nilore,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.33
3822,442,"IMCG (I-XII), MARGALLA TOWN,",B.K,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.67
5061,242,IMS(I-V) No.2 G-8/4,Urban-I,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.67
108654,637,IMSB (I-V) Shah Allah Ditta,Tarnol,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
1235,919,"IMCG, F-10/2",Urban-II,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,3.56
105898,554,IMSB (I-VIII) Ara Burji,Sihala,5.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.33
3546,438,"IMSB (I-V), KUREE",B.K,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.67
109415,473,"IMSG (I-V), PIND BEGWAL, DANA",B.K,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.11
1915,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0
4062,564,IMSB (I-V) Rajwal,Sihala,4.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.56
1140,258,IMSG(I-X) G-9/1,Urban-II,4.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0
2499,440,"IMSB (I-V), RAWAL DAM,",B.K,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.67
4600,540,IMSG (I-V) Sihala Khurd,Sihala,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.11
1839,529,IMSG (I-V) Sihala,Sihala,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.56
1748,716,"IMCG,THANDA PANI (FA)",Nilore,5.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,2.78
564,618,IMSG (I-X) BQB,Tarnol,4.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,2.56
3436,651,IMSG (I-V) Dhoke Hashoo,Tarnol,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.44
2510,457,IMSG (I-X) SHAHDRA KHURD,B.K,4.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.33
72959,457,IMSG (I-X) SHAHDRA KHURD,B.K,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.11
4305,209,IMSG(I-VIII) G-6/2,Urban-I,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.33
1232,919,"IMCG, F-10/2",Urban-II,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
4673,903,"IMCG, F-11/3",Urban-II,4.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,2.89
3445,764,IMSB(I-V) SIRRI,Nilore,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.67
4661,918,"IMCG, I-8/4",Urban-II,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.11
4434,745,IMSG(I-V)ALI PUR FRASH,Nilore,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.78
2562,723,IMSG(I-X) NEW SHAKRIAL,Nilore,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.56
2317,404,IMSB (I-X) CHATTAR,B.K,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.33
3198,240,IMSG (I-VIII) G-8/4,Urban-I,4.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.33
4823,914,"IMCG, F-7/4",Urban-I,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.33
718,632,IMSB (I-V) Sang Jani,Tarnol,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.56
4709,273,IMS(I-V) No.2 G-10/2,Urban-II,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.56
2471,458,"IMSG (I-X), SAID PUR",B.K,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.89
109501,539,IMSG (I-V) PWD Col,Sihala,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.44
4970,514,IMSG (I-VIII) Mohri Rawat,Sihala,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.22
572,618,IMSG (I-X) BQB,Tarnol,3.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.56
3116,466,"IMSG (I-VIII), KOT HATHIAL",B.K,4.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,3.33
886,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.89
1824,540,IMSG (I-V) Sihala Khurd,Sihala,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.11
2793,913,"ICG, F-6/2",Urban-I,4.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.11
4777,913,"ICG, F-6/2",Urban-I,4.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.89
975,244,IMS(I-V) No.2 G-8/1,Urban-I,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,3.78
314,634,IMSB (I-V) Sheikhpur,Tarnol,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.78
3730,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0
304,750,IMSG(I-V) DHOK FATHALL,Nilore,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0
1332,741,IMSG(I-V) NO.I TARLAI,Nilore,4.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,3.56
4451,459,"IMSG (I-X), MALOT",B.K,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,3.11
1366,909,"IMCB, I-10/1",Urban-II,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0
1031,262,IMS(I-V) No.4 G-9/2,Urban-II,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,2.67
1229,919,"IMCG, F-10/2",Urban-II,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,5.0,3.67
1468,506,IMSG (I-X) Dhoke Gangal,Sihala,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.33
103708,531,IMSG (I-V) Hoon Dhamial,Sihala,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
102,531,IMSG (I-V) Hoon Dhamial,Sihala,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
887,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,2.78
945,916,"IMCG, G-10/2",Urban-II,4.0,3.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.78
3848,271,IMS(I-V) G-10/1,Urban-II,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.33
72927,414,IMSB (I-V) MAIRA BEGWAL (evening),B.K,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.78
109394,714,"IMCG,JAGIOT",Nilore,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0
1438,284,IMSG (I-VIII) I-8/1,Urban-II,4.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,3.89
4786,918,"IMCG, I-8/4",Urban-II,5.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.44
79597,748,IMSG(I-V)HERNO,Nilore,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.44
3527,722,IMSG(I-VIII) KH. DAK,Nilore,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
3142,206,IMS(I-V) G-6/4,Urban-I,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.56
103732,275,IMSG(I-X) G-11/2,Urban-II,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.11
2995,205,IMS(I-V) G-6/1-4,Urban-I,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,3.44
4822,203,IMS (I-V) G-6/1-1,Urban-I,4.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,3.56
456,624,IMSG (I-VIII) Pind Paracha,Tarnol,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0
448,624,IMSG (I-VIII) Pind Paracha,Tarnol,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,3.44
711,613,IMCG (I-XII) Badana Kalan,Tarnol,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.78
109364,461,"IMSG (I-VIII), BAIN NALA",B.K,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.22
3070,447,IMSG (I-X) GOKINA,B.K,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.89
1333,456,IMSG (I-X) NOORPUR SHAHAN,B.K,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.89
4647,456,IMSG (I-X) NOORPUR SHAHAN,B.K,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0
3860,234,IMS(I-V) No.1 E-8,Urban-I,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.22
3051,908,ICB G-6/3,Urban-I,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,3.89
626,422,"IMSB (I-V), CHAHANN MASTAL (F.A) H-11",Tarnol,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.67
2055,920,"IMCG, Korang Town",Sihala,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.11
1562,745,IMSG(I-V)ALI PUR FRASH,Nilore,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.56
3722,912,"IMCG, ST. 25, F-6/2",Urban-I,4.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,4.22
701,625,IMSG (I-VIII) Noon,Tarnol,3.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.56
462,643,IMSB (I-V) Dhreak Mohri,Tarnol,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.33
3339,236,IMSG(I-X) E-9,Urban-I,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.33
1999,548,IMSB (I-X) Gagri,Sihala,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.33
3859,240,IMSG (I-VIII) G-8/4,Urban-I,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.33
2889,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.44
4240,904,"IMCB, F-7/3",Urban-I,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,2.89
4839,904,"IMCB, F-7/3",Urban-I,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.56
720,632,IMSB (I-V) Sang Jani,Tarnol,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.89
3423,642,IMSB (I-V) Pind Parian,Tarnol,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11
73124,466,"IMSG (I-VIII), KOT HATHIAL",B.K,4.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.22
2333,455,IMCG (I-XII) PIND BEGWAL,B.K,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.22
839,291,IMS (I-V) I-10/2,Urban-II,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.44
1406,268,IMSG(I-X) G-10/3,Urban-II,3.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.44
107891,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0
3873,234,IMS(I-V) No.1 E-8,Urban-I,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.11
861,274,IMS(I-V) G-11/1,Urban-II,4.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.44
3431,648,IMSG (I-V) Bheka Syedan,Tarnol,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,2.78
108655,716,"IMCG,THANDA PANI (FA)",Nilore,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,3.67
1846,511,IMSG (I-X) Gagri,Sihala,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.33
2162,513,IMSG (I-VIII) Bhimber Trar,Sihala,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.56
1416,268,IMSG(I-X) G-10/3,Urban-II,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.44
5277,908,ICB G-6/3,Urban-I,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.67
730,654,IMSG (I-V) I-14/3,Tarnol,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.56
723,654,IMSG (I-V) I-14/3,Tarnol,4.0,4.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0
3827,442,"IMCG (I-XII), MARGALLA TOWN,",B.K,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,2.67
4025,249,IMS(I-V) F-8/2,Urban-I,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.89
2860,229,IMS(I-V) F-6/3,Urban-I,4.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.89
527,645,IMSB (I-V) Bokra,Tarnol,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.33
73061,653,IMSG (I-V) Sarae Madhu,Tarnol,5.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.67
2887,216,IMS(I-V) G-7/1,Urban-I,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0
4930,470,"IMSG (I-V), DHOKE JERRANI",B.K,4.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,3.11
4295,209,IMSG(I-VIII) G-6/2,Urban-I,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.56
3161,211,IMSG (I-X) P.E. CLY G-5,Urban-I,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.11
3100,226,IMS(I-V) F-6/4,Urban-I,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.78
2009,553,IMSB (I-V) Bhimber Trar,Sihala,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.11
4919,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.89
1056,255,IMS(I-V) No.2 St 7 G-9/3,Urban-II,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.67
72927,414,IMSB (I-V) MAIRA BEGWAL (evening),B.K,5.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.67
1523,709,IMSB(I-X)KIRPA,Nilore,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.56
4660,918,"IMCG, I-8/4",Urban-II,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.56
9523,747,IMSG (I-V) CHOUNIAL BANGIAL,Nilore,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.22
1560,754,IMSG(I-V) CHIRAH,Nilore,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.44
2955,915,"IMCG, F-8/1",Urban-I,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.33
3816,275,IMSG(I-X) G-11/2,Urban-II,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.11
1855,511,IMSG (I-X) Gagri,Sihala,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.33
2984,205,IMS(I-V) G-6/1-4,Urban-I,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,2.89
109402,613,IMCG (I-XII) Badana Kalan,Tarnol,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,3.33
448,624,IMSG (I-VIII) Pind Paracha,Tarnol,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.67
3571,434,"IMSB (I-V), SIHALI",B.K,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.78
3256,203,IMS (I-V) G-6/1-1,Urban-I,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0
105583,727,IMSB(I-V)SHARIFABAD,Nilore,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,3.89
924,259,IMS(I-V) No.1 G-9/2,Urban-II,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.56
4115,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.22
857,274,IMS(I-V) G-11/1,Urban-II,4.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,3.78
1047,262,IMS(I-V) No.4 G-9/2,Urban-II,4.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.44
4565,216,IMS(I-V) G-7/1,Urban-I,4.0,1.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,3.89
506,611,IMSG (I-X) Jhangi Syedan (F.A.),Tarnol,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.44
1115,280,IMS(I-V) I-8/1,Urban-II,4.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,3.56
5236,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,3.33
892,281,IMSG (I-VIII) I-9/4,Urban-II,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.22
269,740,IMSG(I-V) KHANNA NAI ABADI,Nilore,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.67
4526,733,IMSB(I-V) JHANG SYDEN,Nilore,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.56
72952,606,IMSB (I-X) Maira Akku,Tarnol,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33
3838,272,IMS(I-V) No.1 G-10/2,Urban-II,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.33
4094,557,IMSB (I-V) Mughal,Sihala,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,2.78
3753,555,IMSB (I-V) Humak,Sihala,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.56
3715,438,"IMSB (I-V), KUREE",B.K,4.0,5.0,4.0,5.0,5.0,2.0,2.0,4.0,1.0,3.56
4675,454,IMSG (I-X) LAKHWAL,B.K,5.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.78
72950,550,IMSB (I-X) Banni Saran,Sihala,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0
73113,505,IMSG (I-X) Nara Syedan,Sihala,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.78
1370,283,IMS(I-V) No.2 I-9/4,Urban-II,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.33
103705,634,IMSB (I-V) Sheikhpur,Tarnol,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.44
558,618,IMSG (I-X) BQB,Tarnol,4.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,2.44
2906,216,IMS(I-V) G-7/1,Urban-I,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.89
3490,715,"IMCG,PEHOUNT",Nilore,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.67
4297,209,IMSG(I-VIII) G-6/2,Urban-I,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.11
3983,226,IMS(I-V) F-6/4,Urban-I,3.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.44
1770,728,IMSB(I-V)KHADRAPPAR,Nilore,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.11
2535,717,IMSB(I-X) KHANNA NAI ABADI,Nilore,3.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.56
105896,639,IMSB (I-V) Dhoke Lubana,Tarnol,4.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,2.78
4184,604,IMSB (I-X) I-14,Tarnol,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.56
5199,509,IMSG Mohra Nagial,Sihala,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.22
2126,515,IMSG (I-X) R/Col. Rawat,Sihala,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
3936,905,"IMCB, F-8/4",Urban-I,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.89
2161,513,IMSG (I-VIII) Bhimber Trar,Sihala,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.78
1966,925,IMCB Pakistan Town,Sihala,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,3.44
3297,220,IMS (I-V) G-7/3-3,Urban-I,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.89
2196,539,IMSG (I-V) PWD Col,Sihala,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.44
73029,234,IMS(I-V) No.1 E-8,Urban-I,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.56
3640,259,IMS(I-V) No.1 G-9/2,Urban-II,3.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.67
1018,253,IMS(I-V) No.1 G-9/4,Urban-II,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.11
432,614,IMCG (I-XII) Tarnaul,Tarnol,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0
4805,451,IMCG (I-XII) RAWAL TOWN ISLAMABAD,B.K,3.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.56
2264,432,"IMSB (I-V), PIND BEGWAL",B.K,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.56
2738,288,IMSG (I-VIII) I-10/4,Urban-II,4.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,3.56
1803,741,IMSG(I-V) NO.I TARLAI,Nilore,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.78
112403,620,IMSB (I-VIII) Dhoke Paracha,Tarnol,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.78
556,618,IMSG (I-X) BQB,Tarnol,4.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,2.89
1669,714,"IMCG,JAGIOT",Nilore,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.67
4001,714,"IMCG,JAGIOT",Nilore,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0
2007,553,IMSB (I-V) Bhimber Trar,Sihala,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.22
108869,548,IMSB (I-X) Gagri,Sihala,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.33
1049,255,IMS(I-V) No.2 St 7 G-9/3,Urban-II,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,2.78
3744,266,IMS(I-V) F-10/4,Urban-II,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.11
1521,709,IMSB(I-X)KIRPA,Nilore,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.67
4417,225,IMSG (I-VIII) F-7/4,Urban-I,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,3.44
3292,218,IMSG (I-VIII) G-7/3-4,Urban-I,3.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0
4839,904,"IMCB, F-7/3",Urban-I,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0
4613,646,IMSB (I-V) Jhangi Syedan (FA),Tarnol,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.22
984,274,IMS(I-V) G-11/1,Urban-II,4.0,4.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,3.78
4018,921,IMCG G-13/1,Tarnol,4.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,1.0,3.44
3133,206,IMS(I-V) G-6/4,Urban-I,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.78
108256,275,IMSG(I-X) G-11/2,Urban-II,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.78
70316,275,IMSG(I-X) G-11/2,Urban-II,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.67
108261,275,IMSG(I-X) G-11/2,Urban-II,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.78
